filename,score_percent,verdict,raw_score
Pan_et_al__-_Supporting_Information_Design_of_nano-structured_h_reactions.json,100.0,Excellent,29/29
Huang_et_al__-_2021_-_Deep_potential_generation_scheme_and_simulation_pr_reactions.json,100.0,Excellent,28/28
Scharf_et_al__-_2022_-_Bridging_nano-_and_microscale_X-ray_tomography_for_reactions.json,100.0,Excellent,28/28
Whlecke_-_DEFECTS_IN_LiNb03-I__EXPERIMENTAL_ASPECTS_reactions.json,100.0,Excellent,27/27
Oh_et_al__-_2018_-_Native_Defects_in_Li_10_GeP_2sub_reactions.json,100.0,Excellent,26/26
Ayadi_et_al__-_2022_-_State_estimation_methodologies_for_lithium-sulfur__reactions.json,100.0,Excellent,25/25
d3ta00940h1_reactions.json,100.0,Excellent,25/25
Singh_et_al__-_2021_-_A_chemical_map_of_NaSICON_electrode_materials_for__reactions.json,100.0,Excellent,25/25
Ma_et_al__-_2023_-_Shaping_a_Soft_Future_Patterning_Liquid_Metals_reactions.json,100.0,Excellent,25/25
Qi_et_al__-_2021_-_Bridging_the_gap_between_simulated_and_experimenta_reactions.json,100.0,Excellent,25/25
Wang_et_al__-_2006_-_Oxidation_energies_of_transition_metal_oxides_with_reactions.json,100.0,Excellent,23/23
Gaillac_et_al__-_2020_-_Speeding_Up_Discovery_of_Auxetic_Zeolite_Framework_reactions.json,100.0,Excellent,22/22
Zhang_et_al__-_2020_-_Fundamentals_and_perspectives_in_developing_zinc-i_reactions.json,100.0,Excellent,22/22
Ai_et_al__-_2022_-_A_coupled_phase_field_formulation_for_modelling_fa_reactions.json,100.0,Excellent,20/20
Gorai_et_al__-_Electronic_Supplementary_Information__Defect_Chemi_reactions.json,100.0,Excellent,20/20
Eftekhari_and_Kim_-_2017_-_Cathode_materials_for_lithium_sulfur_batteries_a__reactions.json,100.0,Excellent,19/19
Kahle_et_al__-_2020_-_High-throughput_computational_screening_for_solid-_reactions.json,100.0,Excellent,19/19
Tang_et_al__-_2024_-_Electrolytes_for_bromine-based_flow_batteries_Cha_reactions.json,100.0,Excellent,19/19
Koyama_et_al__-_First_Principles_Calculations_of_Formation_Energie_reactions.json,100.0,Excellent,17/17
Landstorfer_et_al__-_2011_-_An_advanced_model_framework_for_solid_electrolyte__reactions.json,100.0,Excellent,17/17
Murch_-_1982_-_The_haven_ratio_in_fast_ionic_conductors_reactions.json,100.0,Excellent,16/16
Yan_et_al__-_2020_-_A_review_on_dopingcoating_of_nickel-rich_cathode__reactions.json,100.0,Excellent,16/16
Bedrov_et_al__-_2019_-_Molecular_Dynamics_Simulations_of_Ionic_Liquids_an_reactions.json,100.0,Excellent,13/13
Barroso-Luque_et_al__-_2020_-_An_Analysis_of_Solid-State_Electrodeposition-Induc_reactions.json,100.0,Excellent,13/13
Booth_et_al__-_2021_-_Perspectives_for_next_generation_lithium-ion_batte_reactions.json,100.0,Excellent,13/13
Cha_et_al__-_2021_-_A_mechanistic_review_of_lithiophilic_materials_re_reactions.json,100.0,Excellent,13/13
Butler_et_al__-_2019_-_Designing_interfaces_in_energy_materials_applicati_reactions.json,100.0,Excellent,13/13
Chakraborty_et_al__-_2018_-_Current_computational_trends_in_polyanionic_cathod_reactions.json,100.0,Excellent,13/13
Coelho_et_al__-_2022_-_Reviewing_machine_learning_of_corrosion_prediction_reactions.json,100.0,Excellent,13/13
Choi_and_Aurbach_-_2016_-_Promise_and_reality_of_post-lithium-ion_batteries__reactions.json,100.0,Excellent,13/13
Dai_et_al__-_2019_-_EverBatt_A_Closed-loop_Battery_Recycling_Cost_and_reactions.json,100.0,Excellent,13/13
Edge_et_al__-_2021_-_Lithium_ion_battery_degradation_what_you_need_to__reactions.json,100.0,Excellent,13/13
Fan_et_al__-_2020_-_Sustainable_Recycling_Technology_for_Li-Ion_Batter_reactions.json,100.0,Excellent,13/13
Gin_et_al__-_2017_-_Material_degradation_foreseen_in_the_very_long_ter_reactions.json,100.0,Excellent,13/13
Hart_and_Forcade_-_2008_-_Algorithm_for_generating_derivative_structures_reactions.json,100.0,Excellent,13/13
Hargreaves_et_al__-_2023_-_A_database_of_experimentally_measured_lithium_soli_reactions.json,100.0,Excellent,13/13
He_et_al__-_2019_-_Density_Functional_Theory_for_Battery_Materials_reactions.json,100.0,Excellent,13/13
Huang_and_Cole_-_2020_-_A_database_of_battery_materials_auto-generated_usi_reactions.json,100.0,Excellent,13/13
Islam_and_Fisher_-_2014_-_Lithium_and_sodium_battery_cathode_materials_comp_reactions.json,100.0,Excellent,13/13
Janek_and_Zeier_-_2023_-_Challenges_in_speeding_up_solid-state_battery_deve_reactions.json,100.0,Excellent,13/13
Kim_and_Amine_-_2002_-_A_comparative_study_on_the_substitution_of_divalen_reactions.json,100.0,Excellent,13/13
Leisegang_et_al__-_2019_-_The_Aluminum-Ion_Battery_A_Sustainable_and_Semina_reactions.json,100.0,Excellent,13/13
Ling_-_2022_-_A_review_of_the_recent_progress_in_battery_informa_reactions.json,100.0,Excellent,13/13
Li_et_al__-_2021_-_Electrochemical_Intercalation_in_Atomically_Thin_v_reactions.json,100.0,Excellent,13/13
Liu_et_al__-_2019_-_Multi-ion_strategies_towards_emerging_rechargeable_reactions.json,100.0,Excellent,13/13
Liu_et_al__-_2020_-_Machine_learning_assisted_materials_design_and_dis_reactions.json,100.0,Excellent,13/13
Nitta_et_al__-_2015_-_Li-ion_battery_materials_present_and_future_reactions.json,100.0,Excellent,13/13
Zhang_et_al__-_2021_-_Nanoscale_modelling_of_polymer_electrolytes_for_re_reactions.json,100.0,Excellent,13/13
Pang_et_al__-_2021_-_Interactions_are_important_Linking_multi-physics__reactions.json,100.0,Excellent,13/13
Nolan_et_al__-_2018_-_Computation-Accelerated_Design_of_Materials_and_In_reactions.json,100.0,Excellent,13/13
Van_der_Ven_et_al__-_2013_-_Understanding_Li_Diffusion_in_Li-Intercalation_Com_reactions.json,100.0,Excellent,13/13
Manthiram_et_al__-_2017_-_Lithium_battery_chemistries_enabled_by_solid-state_reactions.json,100.0,Excellent,13/13
Walsh_-_2021_-_Correcting_the_corrections_for_charged_defects_in__reactions.json,100.0,Excellent,13/13
Ng_et_al__-_2020_-_Predicting_the_state_of_charge_and_health_of_batte_reactions.json,100.0,Excellent,13/13
Wang_et_al__-_2018_-_Review_on_modeling_of_the_anode_solid_electrolyte__reactions.json,100.0,Excellent,13/13
Urban_et_al__-_2016_-_Computational_understanding_of_Li-ion_batteries_reactions.json,100.0,Excellent,13/13
Xiao_et_al__-_2020_-_Understanding_interface_stability_in_solid-state_b_reactions.json,100.0,Excellent,13/13
Rojaee_and_Shahbazian-Yassar_-_2020_-_Two-Dimensional_Materials_to_Address_the_Lithium_B_reactions.json,100.0,Excellent,13/13
Ma_et_al__-_2018_-_Progress_and_prospect_on_failure_mechanisms_of_sol_reactions.json,100.0,Excellent,13/13
Lombardo_et_al__-_2022_-_Artificial_Intelligence_Applied_to_Battery_Researc_reactions.json,100.0,Excellent,13/13
Song_and_Kendrick_-_2021_-_Recent_progress_on_strategies_to_improve_the_high-_reactions.json,100.0,Excellent,13/13
Sun_et_al__-_2023_-_Interface_Engineering_Toward_Expedited_Li_2_reactions.json,100.0,Excellent,13/13
Ou_et_al__-_2021_-_Advances_and_Prospects_of_Dual_Ion_Batteries_reactions.json,100.0,Excellent,13/13
Zhou_et_al__-_2022_-_Modification_of_Cu_current_collectors_for_lithium__reactions.json,100.0,Excellent,13/13
Mukherjee_et_al__-_2018_-_Beyond_Graphene_Anode_Materials_for_Emerging_Metal_reactions.json,100.0,Excellent,13/13
Wu_et_al__-_2019_-_Paving_the_Path_toward_Reliable_Cathode_Materials__reactions.json,100.0,Excellent,13/13
Pender_et_al__-_2020_-_Electrode_Degradation_in_Lithium-Ion_Batteries_reactions.json,100.0,Excellent,13/13
Sendek_et_al__-_Machine_learning-assisted_discovery_of_solid_Li-io_reactions.json,99.4,Excellent,167/168
Zhang_et_al__-_2022_-_MgAl_Saponite_as_a_Transition-Metal-Free_Anode_Mat_reactions.json,99.32,Excellent,145/146
M_hle_et_al__-_2004_-_New_Insights_into_the_Structural_and_Dynamical_Fea_reactions.json,99.31,Excellent,143/144
Oukassi_et_al__-_2019_-_Transparent_Thin_Film_Solid-State_Lithium_Ion_Batt_reactions.json,99.29,Excellent,139/140
_AdvancedMaterials__HighNickel_NMA_reactions.json,99.27,Excellent,136/137
Phiri_et_al__-_2022_-_Dendrite_Suppression_by_Lithium-Ion_Redistribution_reactions.json,99.26,Excellent,135/136
Satpati_et_al__-_2022_-_Machine_learning_enabled_high-throughput_screening_reactions.json,99.25,Excellent,132/133
Abraham_-_2020_-_How_Comparable_Are_Sodium-Ion_Batteries_to_Lithium_reactions.json,99.21,Excellent,126/127
Gupta_et_al__-_2022_-_Understanding_the_Design_of_Cathode_Materials_for__reactions.json,99.19,Excellent,245/247
Rana_et_al__-_2020_-_Oriented_nanoporous_MOFs_to_mitigate_polysulfides__reactions.json,99.19,Excellent,122/123
Tron_et_al__-_2018_-_Enhanced_ionic_conductivity_of_the_solid_electroly_reactions.json,99.17,Excellent,120/121
Han_et_al__-_2017_-_From_Coating_to_Dopant_How_the_Transition_Metal_C_reactions.json,99.16,Excellent,118/119
Jayaprakash_et_al__-_2011_-_The_rechargeable_aluminum-ion_battery_reactions.json,99.15,Excellent,116/117
Wang_et_al__-_2018_-_Atomic_Substitution_Enabled_Synthesis_of_Vacancy-R_reactions.json,99.15,Excellent,116/117
Liu_et_al__-_2019_-_A_new_strategy_to_prepare_GeGeO2-reduced_graphene_reactions.json,99.13,Excellent,114/115
Cheng_et_al__-_2022_-_Degradation_Mechanism_of_All-Solid-State_Li-Metal__reactions.json,99.11,Excellent,111/112
Dong_et_al__-_2015_-_Electrochemical_performance_and_lithium-ion_insert_reactions.json,99.11,Excellent,111/112
Goodenough_and_Kim_-_2010_-_Challenges_for_Rechargeable_Li_Batteries_reactions.json,99.11,Excellent,111/112
Yan_et_al__-_2023_-_Hard-carbon-stabilized_Li_Si_anodes_for_high-perfo_reactions.json,99.11,Excellent,111/112
Sun_et_al__-_2020_-_A_high-performance_potassium_metal_battery_using_s_reactions.json,99.11,Excellent,111/112
Lee_et_al__-_2021_-_Understanding_the_Chemical_Composition_with_Doping_reactions.json,99.1,Excellent,110/111
Moon_et_al__-_2021_-_The_correlation_between_particle_hardness_and_cycl_reactions.json,99.1,Excellent,110/111
_JECS__Lithium_Free_Thin_Film_Battery_with_In_Situ_Plated_Li_Anode_reactions.json,99.09,Excellent,109/110
Chen_et_al__-_Staging_Phase_Transitions_in_LixCoO2_reactions.json,99.09,Excellent,109/110
Ma_et_al__-_2018_-_Recent_achievements_on_sulfide-type_solid_electrol_reactions.json,99.09,Excellent,109/110
Dong_et_al__-_2020_-_Combined_Experimental_and_Computational_Study_of_C_reactions.json,99.08,Excellent,108/109
Seo_and_Martin_-_2011_-_Structural_Properties_of_Lithium_Thio-Germanate_Th_reactions.json,99.08,Excellent,108/109
Takemoto_and_Yamada_-_2015_-_Development_of_rechargeable_lithium_bromine_batter_reactions.json,99.07,Excellent,107/108
Guo_et_al__-_2017_-_Aluminum_and_fluorine_co-doping_for_promotion_of_s_reactions.json,99.06,Excellent,105/106
Leedahl_et_al__-_2014_-_Structural_defects_induced_by_Fe-ion_implantation__reactions.json,99.06,Excellent,105/106
Lin_et_al__-_2017_-_Reviving_the_lithium_metal_anode_for_high-energy_b_reactions.json,99.06,Excellent,105/106
Wang_et_al__-_2018_-_Fundamental_study_on_the_wetting_property_of_liqui_reactions.json,99.06,Excellent,105/106
Cho_et_al__-_2018_-_Improved_particle_hardness_of_Ti-doped_LiNi13Co1_reactions.json,99.04,Excellent,103/104
Su_et_al__-_2018_-_Toward_High_Performance_Lithium_Sulfur_Batteries_B_reactions.json,99.03,Excellent,102/103
Zhang_et_al__-_2023_-_Long-life_lithium-ion_batteries_realized_by_low-Ni_reactions.json,99.03,Excellent,102/103
Xie_et_al__-_2024_-_High-Throughput_Screening_of_Li_Solid-State_Electr_reactions.json,99.02,Excellent,101/102
Zhang_et_al__-_2017_-_A_tin-plated_copper_substrate_for_efficient_cyclin_reactions.json,99.01,Excellent,100/101
Cheng_et_al__-_2020_-_Revealing_the_Impact_of_Space-Charge_Layers_on_the_reactions.json,99.0,Excellent,99/100
Kim_-_2020_-_Investigation_of_material__chemical__and_electroch_reactions.json,99.0,Excellent,99/100
Yamada_et_al__-_2014_-_Interfacial_phenomena_between_lithium_ion_conducto_reactions.json,99.0,Excellent,99/100
Tan_et_al__-_2021_-_A_Novel_MoS_2_-MXene_Composite_Cathode__reactions.json,99.0,Excellent,99/100
Yuan_et_al__-_2022_-_The_abrupt_degradation_of_LiFePO4graphite_battery_reactions.json,99.0,Excellent,99/100
Cortona_-_1992_-_Direct_determination_of_self-consistent_total_ener_reactions.json,98.99,Excellent,98/99
Kahle_et_al__-_2020_-_The_solid-state_Li-ion_conductor_Li7TaO6_A_combin_reactions.json,98.99,Excellent,98/99
Cheng_et_al__-_2017_-_Quantum_Mechanics_Reactive_Dynamics_Study_of_Solid_reactions.json,98.98,Excellent,97/98
Shen_et_al__-_2020_-_A_Simple_and_Highly_Efficient_Method_toward_High-D_reactions.json,98.98,Excellent,97/98
Sendek_et_al__-_2017_-_Holistic_computational_structure_screening_of_more_reactions.json,98.97,Excellent,96/97
Yang_et_al__-_2012_-_High-Capacity_Micrometer-Sized_Li_2_S_P_reactions.json,98.97,Excellent,96/97
Liu_et_al__-_2021_-_Current_and_future_lithium-ion_battery_manufacturi_reactions.json,98.96,Excellent,95/96
Yu_et_al__-_2019_-_Flexible_Stable_Solid-State_Al-Ion_Batteries_reactions.json,98.96,Excellent,95/96
Ali_Nowroozi_et_al__-_2022_-_Towards_Recycling_of_LLZO_Solid_Electrolyte_Exempl_reactions.json,98.95,Excellent,94/95
Kanehori_et_al__-_1983_-_Thin_film_solid_electrolyte_and_its_application_to_reactions.json,98.95,Excellent,94/95
Chen_et_al__-_2019_-_Recycling_End-of-Life_Electric_Vehicle_Lithium-Ion_reactions.json,98.92,Excellent,92/93
Chen_et_al__-_2021_-_Role_of_Lithiophilic_Metal_Sites_in_Lithium_Metal__reactions.json,98.92,Excellent,92/93
Zhou_et_al__-_2020_-_Symmetric_Sodium-Ion_Battery_Based_on_Dual-Electro_reactions.json,98.92,Excellent,92/93
Xie_et_al__-_2019_-_Insights_into_Boron-Based_Polyanion-Tuned_High-Nic_reactions.json,98.91,Excellent,91/92
Wu_et_al__-_2019_-_Elucidating_the_Effect_of_Iron_Doping_on_the_Elect_reactions.json,98.91,Excellent,91/92
Koerver_et_al__-_2018_-_Chemo-mechanical_expansion_of_lithium_electrode_ma_reactions.json,98.89,Excellent,89/90
Zeng_and_Zhu_-_2015_-_Surface_morphology__elastic_modulus_and_hardness_o_reactions.json,98.89,Excellent,89/90
Di_Stefano_et_al__-_2019_-_Superionic_Diffusion_through_Frustrated_Energy_Lan_reactions.json,98.88,Excellent,88/89
Kovtyukhova_et_al__-_2013_-_Reversible_Intercalation_of_Hexagonal_Boron_Nitrid_reactions.json,98.88,Excellent,88/89
Hanada_et_al__-_2022_-_DFT-Based_investigation_of_Amic_Acid_extractants_a_reactions.json,98.85,Excellent,86/87
Buschmann_et_al__-_2012_-_Lithium_metal_electrode_kinetics_and_ionic_conduct_reactions.json,98.84,Excellent,85/86
Drakopoulos_-_Formulation_and_manufacturing_optimization_of_lith_reactions.json,98.84,Excellent,85/86
Feng_et_al__-_2022_-_Review_of_modification_strategies_in_emerging_inor_reactions.json,98.84,Excellent,85/86
Nation_et_al__-_2021_-_Redox-couple_investigations_in_Si-doped_Li-rich_ca_reactions.json,98.84,Excellent,85/86
Lutz_et_al__-_Ionic_Conductivity__Structural__IR_and_Raman_Spect_reactions.json,98.83,Excellent,169/171
Gao_et_al__-_2022_-_High_Formability_Bromide_Solid_Electrolyte_with_Im_reactions.json,98.82,Excellent,84/85
Huang_et_al__-_2020_-_A_dual-ion_battery_has_two_sides_the_effect_of_io_reactions.json,98.82,Excellent,84/85
Wiers_et_al__-_2011_-_A_Solid_Lithium_Electrolyte_via_Addition_of_Lithiu_reactions.json,98.82,Excellent,84/85
Ren_et_al__-_2019_-_Microstructure_Manipulation_for_Enhancing_the_Resi_reactions.json,98.82,Excellent,84/85
Chen_et_al__-_2019_-_Cation_and_anion_Co-doping_synergy_to_improve_stru_reactions.json,98.81,Excellent,83/84
He_et_al__-_2020_-_The_intrinsic_behavior_of_lithium_fluoride_in_soli_reactions.json,98.78,Excellent,81/82
Toyoda_and_Takeda_-_Study_on_lithium_intercalation_into_MO__reactions.json,98.78,Excellent,81/82
Ahmed_et_al__-_2016_-_Energy_impact_of_cathode_drying_and_solvent_recove_reactions.json,98.77,Excellent,80/81
Bittihn_-_1983_-_Self_discharge_of_Li3N_based_all_solid_state_cells_reactions.json,98.77,Excellent,80/81
Pr_mper_and_Frank_-_2017_-_Lithium_tetrachloridoaluminate__LiAlCl_4sub_reactions.json,98.77,Excellent,80/81
Zalewska_-_2003_-_New_poly_acrylamide__based__polymer_in_salt__elect_reactions.json,98.77,Excellent,80/81
Zhong_et_al__-_2020_-_A_Highly_Efficient_All_Solid_State_LithiumElectro_reactions.json,98.77,Excellent,80/81
Park_et_al__-_2016_-_Lithium-excess_olivine_electrode_for_lithium_recha_reactions.json,98.77,Excellent,80/81
Park_and_Goodenough_-_2017_-_Dendrite_Suppressed_Lithium_Plating_from_a_Liquid__reactions.json,98.77,Excellent,80/81
Ding_et_al__-_2020_-_Next-Generation_Liquid_Metal_Batteries_Based_on_th_reactions.json,98.73,Excellent,78/79
Lutz_and_Pfitzner_-_Fast_ionic_conductivity_of_ternary_iodides_in_the__reactions.json,98.73,Excellent,78/79
Inagaki_et_al__-_2019_-_Conduction_Mechanism_of_Li_10_GeP__reactions.json,98.72,Excellent,77/78
Vanaphuti_et_al__-_2021_-_Stabilized_Lithium__Manganese-Rich_Layered_Cathode_reactions.json,98.72,Excellent,77/78
Ponce_et_al__-_2021_-_Analysis_of_an_all-solid_state_nanobattery_using_m_reactions.json,98.72,Excellent,77/78
Chang_et_al__-_2014_-_Multilayered_Si_NanoparticleReduced_Graphene_Oxid_reactions.json,98.7,Excellent,76/77
Johansen_et_al__-_2015_-_Aluminum_Migration_and_Intrinsic_Defect_Interactio_reactions.json,98.7,Excellent,76/77
Kim_et_al__-_2015_-_A_review_of_lithium_and_non-lithium_based_solid_st_reactions.json,98.7,Excellent,76/77
Vetter_et_al__-_2005_-_Ageing_mechanisms_in_lithium-ion_batteries_reactions.json,98.7,Excellent,76/77
Schwich_et_al__-_2020_-_Recycling_Strategies_for_Ceramic_All-Solid-State_B_reactions.json,98.7,Excellent,76/77
Harper_et_al__-_2019_-_Recycling_lithium-ion_batteries_from_electric_vehi_reactions.json,98.68,Excellent,75/76
Pande_and_Viswanathan_-_2019_-_Computational_Screening_of_Current_Collectors_for__reactions.json,98.68,Excellent,75/76
Hausbrand_et_al__-_2015_-_Fundamental_degradation_mechanisms_of_layered_oxid_reactions.json,98.67,Excellent,74/75
Zhang_et_al__-_2021_-_Liquid_metal_batteries_for_future_energy_storage_reactions.json,98.67,Excellent,74/75
Schlem_et_al__-_2021_-_Insights_into_the_Lithium_Sub-structure_of_Superio_reactions.json,98.67,Excellent,74/75
Pomerantseva_and_Gogotsi_-_2017_-_Two-dimensional_heterostructures_for_energy_storag_reactions.json,98.67,Excellent,74/75
Haslam_et_al__-_2022_-_The_effect_of_aspect_ratio_on_the_mechanical_behav_reactions.json,98.65,Excellent,73/74
Hoenle_and_Simon_-_1986_-_Darstellung_und_Kristallstrukturen_von_Li_Ga_Br4_u_reactions.json,98.65,Excellent,73/74
Wang_et_al__-_2020_-_Nature_of_Novel_2D_van_der_Waals_Heterostructures__reactions.json,98.65,Excellent,73/74
Faraji_Niri_et_al__-_2022_-_Systematic_analysis_of_the_impact_of_slurry_coatin_reactions.json,98.63,Excellent,72/73
Galvez-Aranda_and_Seminario_-_2020_-_Solid_electrolyte_interphase_formation_between_the_reactions.json,98.63,Excellent,72/73
Samsinger_et_al__-_2020_-_Fast_Ion_Conduction_of_Sintered_Glass-Ceramic_Lith_reactions.json,98.63,Excellent,72/73
St_ffler_et_al__-_2019_-_Amorphous_versus_Crystalline_Li_3_PS_s_reactions.json,98.63,Excellent,72/73
Wang_et_al__-_2018_-_Universal_Soldering_of_Lithium_and_Sodium_Alloys_o_reactions.json,98.59,Excellent,140/142
D_rfler_et_al__-_2021_-_Recent_Progress_and_Emerging_Application_Areas_for_reactions.json,98.59,Excellent,70/71
Kuhn_et_al__-_2014_-_A_new_ultrafast_superionic_Li-conductor_ion_dynam_reactions.json,98.59,Excellent,70/71
Seo_et_al__-_2024_-_Enhancement_of_ionic_conductivity_in_Li_argyrodite_reactions.json,98.59,Excellent,70/71
Takamatsu_et_al__-_2012_-_First_In_Situ_Observation_of_the_LiCoO_2sub_reactions.json,98.57,Excellent,69/70
Zhang_et_al__-_2021_-_A_Review_of_Emerging_Dual_Ion_Batteries_Fundament_reactions.json,98.57,Excellent,69/70
Mei_et_al__-_2023_-_Unconventional_solid-state_electrolytes_for_lithiu_reactions.json,98.57,Excellent,69/70
Li_et_al__-_2022_-_NaSICON_A_promising_solid_electrolyte_for_solid_s_reactions.json,98.55,Excellent,68/69
Lamsayah_et_al__-_2016_-_High_liquid_liquid_extraction_selectivity_of_Fe_II_reactions.json,98.53,Excellent,67/68
Ramakumar_et_al__-_2017_-_Lithium_garnets_Synthesis__structure__Li___conduc_reactions.json,98.53,Excellent,67/68
Swain_-_2017_-_Recovery_and_recycling_of_lithium_A_review_reactions.json,98.53,Excellent,67/68
Yamada_et_al__-_2011_-_Lithium_ion_conduction_mechanism_in_LiInI4_studied_reactions.json,98.53,Excellent,67/68
Zhang_-_2019_-_Anode-less_reactions.json,98.53,Excellent,67/68
Akhilash_et_al__-_2021_-_A_journey_through_layered_cathode_materials_for_li_reactions.json,98.51,Excellent,66/67
Zhang_et_al__-_2022_-_Rationally_Designed_Sodium_Chromium_Vanadium_Phosp_reactions.json,98.51,Excellent,66/67
Ngandjong_et_al__-_2017_-_Multiscale_Simulation_Platform_Linking_Lithium_Ion_reactions.json,98.51,Excellent,66/67
Ponce_et_al__-_2017_-_Analysis_of_a_Li-Ion_Nanobattery_with_Graphite_Ano_reactions.json,98.51,Excellent,66/67
Adeli_et_al__-_2021_-_Influence_of_Aliovalent_Cation_Substitution_and_Me_reactions.json,98.48,Excellent,65/66
Kanno_et_al__-_PHASE_TRANSITION_OF_THE_SOLID_LITHIUM_ION_CONDUCTO_reactions.json,98.48,Excellent,65/66
Vyalikh_et_al__-_2018_-_Analysis_of_the_defect_clusters_in_congruent_lithi_reactions.json,98.48,Excellent,65/66
Zhou_et_al__-_2022_-_Lithium_Bromide-Induced_Organic-Rich_CathodeElect_reactions.json,98.48,Excellent,65/66
Song_et_al__-_2012_-_Role_of_Oxygen_Vacancies_on_the_Performance_of_Li__reactions.json,98.47,Excellent,129/131
Anantharamulu_et_al__-_2011_-_A_wide-ranging_review_on_Nasicon_type_materials_reactions.json,98.46,Excellent,64/65
He_et_al__-_2017_-_Origin_of_fast_ion_diffusion_in_super-ionic_conduc_reactions.json,98.46,Excellent,64/65
Liu_et_al__-_2019_-_Recycling_of_spent_lithium-ion_batteries_in_view_o_reactions.json,98.46,Excellent,64/65
Cui_et_al__-_2021_-_Zinc-Doped_High-Nickel__Low-Cobalt_Layered_Oxide_C_reactions.json,98.44,Excellent,126/128
Kaup_et_al__-_2018_-_Correlation_of_Structure_and_Fast_Ion_Conductivity_reactions.json,98.44,Excellent,63/64
Persson_et_al__-_2010_-_Lithium_Diffusion_in_Graphitic_Carbon_reactions.json,98.44,Excellent,63/64
Wood_et_al__-_2019_-_Formation_Challenges_of_Lithium-Ion_Battery_Manufa_reactions.json,98.44,Excellent,63/64
Tang_et_al__-_2019_-_Transition_metal_substitution_on_Mg_10_1___3__and__reactions.json,98.43,Excellent,125/127
